year,round,raceId,race_name,circuit_name,driverId,driver_name,constructorId,constructor_name,grid,position,positionOrder,milliseconds,points,status
2022,12,1085,French Grand Prix,Circuit Paul Ricard,832,Carlos Sainz,6,Ferrari,19,5,5,5430984,11.0,Finished
2022,12,1085,French Grand Prix,Circuit Paul Ricard,848,Alexander Albon,3,Williams,13,13,13,5470677,0.0,Finished
2022,13,1086,Hungarian Grand Prix,Hungaroring,832,Carlos Sainz,6,Ferrari,2,4,4,5990491,12.0,Finished
2022,13,1086,Hungarian Grand Prix,Hungaroring,848,Alexander Albon,3,Williams,17,17,17,\N,0.0,+1 Lap
2022,14,1087,Belgian Grand Prix,Circuit de Spa-Francorchamps,832,Carlos Sainz,6,Ferrari,1,3,3,5179780,15.0,Finished
2022,14,1087,Belgian Grand Prix,Circuit de Spa-Francorchamps,848,Alexander Albon,3,Williams,6,10,10,5254794,1.0,Finished
2022,15,1088,Dutch Grand Prix,Circuit Park Zandvoort,832,Carlos Sainz,6,Ferrari,3,8,8,5823689,4.0,Finished
2022,15,1088,Dutch Grand Prix,Circuit Park Zandvoort,848,Alexander Albon,3,Williams,15,12,12,5833163,0.0,Finished
2022,16,1089,Italian Grand Prix,Autodromo Nazionale di Monza,832,Carlos Sainz,6,Ferrari,18,4,4,4832572,12.0,Finished
2022,17,1091,Singapore Grand Prix,Marina Bay Street Circuit,832,Carlos Sainz,6,Ferrari,4,3,3,7350543,15.0,Finished
2022,17,1091,Singapore Grand Prix,Marina Bay Street Circuit,848,Alexander Albon,3,Williams,18,\N,17,\N,0.0,Collision damage
2022,18,1092,Japanese Grand Prix,Suzuka Circuit,832,Carlos Sainz,6,Ferrari,3,\N,19,\N,0.0,Accident
2022,18,1092,Japanese Grand Prix,Suzuka Circuit,848,Alexander Albon,3,Williams,16,\N,20,\N,0.0,Hydraulics
2022,19,1093,United States Grand Prix,Circuit of the Americas,848,Alexander Albon,3,Williams,8,13,13,6211744,0.0,Finished
2022,19,1093,United States Grand Prix,Circuit of the Americas,832,Carlos Sainz,6,Ferrari,1,\N,20,\N,0.0,Collision damage
2022,20,1094,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,832,Carlos Sainz,6,Ferrari,5,5,5,5974852,10.0,Finished
2022,20,1094,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,848,Alexander Albon,3,Williams,17,12,12,\N,0.0,+1 Lap
2022,21,1095,São Paulo Grand Prix,Autódromo José Carlos Pace,832,Carlos Sainz,6,Ferrari,7,3,3,5918095,15.0,Finished
2022,21,1095,São Paulo Grand Prix,Autódromo José Carlos Pace,848,Alexander Albon,3,Williams,19,15,15,5950060,0.0,Finished
2022,22,1096,Abu Dhabi Grand Prix,Yas Marina Circuit,832,Carlos Sainz,6,Ferrari,4,4,4,5290806,12.0,Finished
2022,22,1096,Abu Dhabi Grand Prix,Yas Marina Circuit,848,Alexander Albon,3,Williams,19,13,13,\N,0.0,+1 Lap
2023,1,1098,Bahrain Grand Prix,Bahrain International Circuit,832,Carlos Sainz,6,Ferrari,4,4,4,5684788,12.0,Finished
2023,1,1098,Bahrain Grand Prix,Bahrain International Circuit,848,Alexander Albon,3,Williams,15,10,10,5726510,1.0,Finished
2023,2,1099,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,832,Carlos Sainz,6,Ferrari,4,6,6,4910770,8.0,Finished
2023,2,1099,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,848,Alexander Albon,3,Williams,17,\N,19,\N,0.0,Brakes
2023,3,1100,Australian Grand Prix,Albert Park Grand Prix Circuit,832,Carlos Sainz,6,Ferrari,5,12,12,9164965,0.0,Finished
2023,3,1100,Australian Grand Prix,Albert Park Grand Prix Circuit,848,Alexander Albon,3,Williams,8,\N,19,\N,0.0,Accident
2023,4,1101,Azerbaijan Grand Prix,Baku City Circuit,832,Carlos Sainz,6,Ferrari,4,5,5,5607927,10.0,Finished
2023,4,1101,Azerbaijan Grand Prix,Baku City Circuit,848,Alexander Albon,3,Williams,12,12,12,5651059,0.0,Finished
2023,5,1102,Miami Grand Prix,Miami International Autodrome,832,Carlos Sainz,6,Ferrari,3,5,5,5300752,10.0,Finished
2023,5,1102,Miami Grand Prix,Miami International Autodrome,848,Alexander Albon,3,Williams,11,14,14,5331102,0.0,Finished
2023,6,1104,Monaco Grand Prix,Circuit de Monaco,832,Carlos Sainz,6,Ferrari,4,8,8,6595371,4.0,Finished
2023,6,1104,Monaco Grand Prix,Circuit de Monaco,848,Alexander Albon,3,Williams,13,14,14,\N,0.0,+1 Lap
2023,7,1105,Spanish Grand Prix,Circuit de Barcelona-Catalunya,832,Carlos Sainz,6,Ferrari,2,5,5,5323638,10.0,Finished
2023,7,1105,Spanish Grand Prix,Circuit de Barcelona-Catalunya,848,Alexander Albon,3,Williams,18,16,16,\N,0.0,+1 Lap
2023,8,1106,Canadian Grand Prix,Circuit Gilles Villeneuve,832,Carlos Sainz,6,Ferrari,11,5,5,5659888,10.0,Finished
2023,8,1106,Canadian Grand Prix,Circuit Gilles Villeneuve,848,Alexander Albon,3,Williams,9,7,7,5699161,6.0,Finished
2023,9,1107,Austrian Grand Prix,Red Bull Ring,832,Carlos Sainz,6,Ferrari,3,6,6,5164984,8.0,Finished
2023,9,1107,Austrian Grand Prix,Red Bull Ring,848,Alexander Albon,3,Williams,10,11,11,5213374,0.0,Finished
2023,10,1108,British Grand Prix,Silverstone Circuit,848,Alexander Albon,3,Williams,8,8,8,5134816,4.0,Finished
2023,10,1108,British Grand Prix,Silverstone Circuit,832,Carlos Sainz,6,Ferrari,5,10,10,5136386,1.0,Finished
2023,11,1109,Hungarian Grand Prix,Hungaroring,832,Carlos Sainz,6,Ferrari,11,8,8,5959707,4.0,Finished
2023,11,1109,Hungarian Grand Prix,Hungaroring,848,Alexander Albon,3,Williams,16,11,11,\N,0.0,+1 Lap
2023,12,1110,Belgian Grand Prix,Circuit de Spa-Francorchamps,848,Alexander Albon,3,Williams,15,14,14,5046634,0.0,Finished
2023,12,1110,Belgian Grand Prix,Circuit de Spa-Francorchamps,832,Carlos Sainz,6,Ferrari,4,\N,19,\N,0.0,Collision damage
2023,13,1111,Dutch Grand Prix,Circuit Park Zandvoort,832,Carlos Sainz,6,Ferrari,6,5,5,8656952,10.0,Finished
2023,13,1111,Dutch Grand Prix,Circuit Park Zandvoort,848,Alexander Albon,3,Williams,4,8,8,8659566,4.0,Finished
2023,14,1112,Italian Grand Prix,Autodromo Nazionale di Monza,832,Carlos Sainz,6,Ferrari,1,3,3,4432336,15.0,Finished
2023,14,1112,Italian Grand Prix,Autodromo Nazionale di Monza,848,Alexander Albon,3,Williams,6,7,7,4466249,6.0,Finished
2023,15,1113,Singapore Grand Prix,Marina Bay Street Circuit,832,Carlos Sainz,6,Ferrari,1,1,1,6397418,25.0,Finished
2023,15,1113,Singapore Grand Prix,Marina Bay Street Circuit,848,Alexander Albon,3,Williams,14,11,11,6470835,0.0,Finished
2023,16,1114,Japanese Grand Prix,Suzuka Circuit,832,Carlos Sainz,6,Ferrari,6,6,6,5508642,8.0,Finished
2023,16,1114,Japanese Grand Prix,Suzuka Circuit,848,Alexander Albon,3,Williams,13,\N,16,\N,0.0,Collision damage
2023,17,1115,Qatar Grand Prix,Losail International Circuit,848,Alexander Albon,3,Williams,13,13,13,5350182,0.0,Finished
2023,17,1115,Qatar Grand Prix,Losail International Circuit,832,Carlos Sainz,6,Ferrari,12,\N,20,\N,0.0,Fuel leak
2023,18,1116,United States Grand Prix,Circuit of the Americas,832,Carlos Sainz,6,Ferrari,4,3,3,5736496,15.0,Finished
2023,18,1116,United States Grand Prix,Circuit of the Americas,848,Alexander Albon,3,Williams,15,9,9,5808076,2.0,Finished
2023,19,1117,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,832,Carlos Sainz,6,Ferrari,2,4,4,7377968,12.0,Finished
2023,19,1117,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,848,Alexander Albon,3,Williams,14,9,9,7399387,2.0,Finished
2023,20,1118,São Paulo Grand Prix,Autódromo José Carlos Pace,832,Carlos Sainz,6,Ferrari,7,6,6,7059082,8.0,Finished
2023,20,1118,São Paulo Grand Prix,Autódromo José Carlos Pace,848,Alexander Albon,3,Williams,13,\N,19,\N,0.0,Collision
2023,21,1119,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,832,Carlos Sainz,6,Ferrari,12,6,6,5369123,8.0,Finished
2023,21,1119,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,848,Alexander Albon,3,Williams,5,12,12,5391687,0.0,Finished
2023,22,1120,Abu Dhabi Grand Prix,Yas Marina Circuit,848,Alexander Albon,3,Williams,14,14,14,5295808,0.0,Finished
2023,22,1120,Abu Dhabi Grand Prix,Yas Marina Circuit,832,Carlos Sainz,6,Ferrari,16,18,18,\N,0.0,Retired
2024,1,1121,Bahrain Grand Prix,Bahrain International Circuit,832,Carlos Sainz,6,Ferrari,4,3,3,5529852,15.0,Finished
2024,1,1121,Bahrain Grand Prix,Bahrain International Circuit,848,Alexander Albon,3,Williams,13,15,15,\N,0.0,+1 Lap
2024,2,1122,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,848,Alexander Albon,3,Williams,12,11,11,4931627,0.0,Finished
2024,3,1123,Australian Grand Prix,Albert Park Grand Prix Circuit,832,Carlos Sainz,6,Ferrari,2,1,1,4826843,25.0,Finished
2024,3,1123,Australian Grand Prix,Albert Park Grand Prix Circuit,848,Alexander Albon,3,Williams,12,11,11,\N,0.0,+1 Lap
2024,4,1124,Japanese Grand Prix,Suzuka Circuit,832,Carlos Sainz,6,Ferrari,4,3,3,6884432,15.0,Finished
2024,4,1124,Japanese Grand Prix,Suzuka Circuit,848,Alexander Albon,3,Williams,14,\N,20,\N,0.0,Accident
2024,5,1125,Chinese Grand Prix,Shanghai International Circuit,832,Carlos Sainz,6,Ferrari,7,5,5,6086537,10.0,Finished
2024,5,1125,Chinese Grand Prix,Shanghai International Circuit,848,Alexander Albon,3,Williams,14,12,12,6118060,0.0,Finished
2024,6,1126,Miami Grand Prix,Miami International Autodrome,832,Carlos Sainz,6,Ferrari,3,5,5,5466283,10.0,Finished
2024,6,1126,Miami Grand Prix,Miami International Autodrome,848,Alexander Albon,3,Williams,14,18,18,5525967,0.0,Finished
2024,7,1127,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,832,Carlos Sainz,6,Ferrari,4,5,5,5147577,10.0,Finished
2024,7,1127,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,848,Alexander Albon,3,Williams,14,\N,20,\N,0.0,Retired
2024,8,1128,Monaco Grand Prix,Circuit de Monaco,832,Carlos Sainz,6,Ferrari,3,3,3,8603139,15.0,Finished
2024,8,1128,Monaco Grand Prix,Circuit de Monaco,848,Alexander Albon,3,Williams,9,9,9,\N,2.0,+1 Lap
2024,9,1129,Canadian Grand Prix,Circuit Gilles Villeneuve,832,Carlos Sainz,6,Ferrari,12,\N,16,\N,0.0,Collision
2024,9,1129,Canadian Grand Prix,Circuit Gilles Villeneuve,848,Alexander Albon,3,Williams,10,\N,17,\N,0.0,Collision
2024,10,1130,Spanish Grand Prix,Circuit de Barcelona-Catalunya,832,Carlos Sainz,6,Ferrari,6,6,6,5331255,8.0,Finished
2024,10,1130,Spanish Grand Prix,Circuit de Barcelona-Catalunya,848,Alexander Albon,3,Williams,0,18,18,\N,0.0,+1 Lap
2024,11,1131,Austrian Grand Prix,Red Bull Ring,832,Carlos Sainz,6,Ferrari,4,3,3,5067331,15.0,Finished
2024,11,1131,Austrian Grand Prix,Red Bull Ring,848,Alexander Albon,3,Williams,16,15,15,\N,0.0,+1 Lap
2024,12,1132,British Grand Prix,Silverstone Circuit,832,Carlos Sainz,6,Ferrari,7,5,5,4994377,11.0,Finished
2024,12,1132,British Grand Prix,Silverstone Circuit,848,Alexander Albon,3,Williams,9,9,9,5015446,2.0,Finished
2024,13,1133,Hungarian Grand Prix,Hungaroring,832,Carlos Sainz,6,Ferrari,4,6,6,5905062,8.0,Finished
2024,13,1133,Hungarian Grand Prix,Hungaroring,848,Alexander Albon,3,Williams,13,14,14,\N,0.0,+1 Lap
2024,14,1134,Belgian Grand Prix,Circuit de Spa-Francorchamps,832,Carlos Sainz,6,Ferrari,7,6,6,20321,8.0,Finished
2024,14,1134,Belgian Grand Prix,Circuit de Spa-Francorchamps,848,Alexander Albon,3,Williams,10,12,12,64177,0.0,Finished
2024,15,1135,Dutch Grand Prix,Circuit Park Zandvoort,832,Carlos Sainz,6,Ferrari,10,5,5,5477656,10.0,Finished
2024,15,1135,Dutch Grand Prix,Circuit Park Zandvoort,848,Alexander Albon,3,Williams,19,14,14,\N,0.0,+1 Lap
2024,16,1136,Italian Grand Prix,Autodromo Nazionale di Monza,832,Carlos Sainz,6,Ferrari,5,4,4,4496348,12.0,Finished
2024,16,1136,Italian Grand Prix,Autodromo Nazionale di Monza,848,Alexander Albon,3,Williams,9,9,9,4548183,2.0,Finished
2024,17,1137,Azerbaijan Grand Prix,Baku City Circuit,848,Alexander Albon,3,Williams,9,7,7,5665403,6.0,Finished
2024,17,1137,Azerbaijan Grand Prix,Baku City Circuit,832,Carlos Sainz,6,Ferrari,3,18,18,\N,0.0,Retired
2024,18,1138,Singapore Grand Prix,Marina Bay Street Circuit,832,Carlos Sainz,6,Ferrari,10,7,7,6148610,6.0,Finished
2024,18,1138,Singapore Grand Prix,Marina Bay Street Circuit,848,Alexander Albon,3,Williams,11,\N,20,\N,0.0,Power Unit
2024,19,1139,United States Grand Prix,Circuit of the Americas,832,Carlos Sainz,6,Ferrari,3,2,2,5718201,18.0,Finished
2024,19,1139,United States Grand Prix,Circuit of the Americas,848,Alexander Albon,3,Williams,14,16,16,\N,0.0,+1 Lap
2024,20,1140,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,832,Carlos Sainz,6,Ferrari,1,1,1,6055800,25.0,Finished
2024,20,1140,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,848,Alexander Albon,3,Williams,9,\N,19,\N,0.0,Collision
2024,21,1141,São Paulo Grand Prix,Autódromo José Carlos Pace,832,Carlos Sainz,6,Ferrari,0,\N,16,\N,0.0,Accident
2024,21,1141,São Paulo Grand Prix,Autódromo José Carlos Pace,848,Alexander Albon,3,Williams,7,\N,18,\N,0.0,Withdrew
2024,22,1142,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,832,Carlos Sainz,6,Ferrari,2,3,3,4937875,15.0,Finished
2024,22,1142,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,848,Alexander Albon,3,Williams,17,\N,19,\N,0.0,Radiator
2024,23,1143,Qatar Grand Prix,Losail International Circuit,832,Carlos Sainz,6,Ferrari,7,6,6,5482799,8.0,Finished
2024,23,1143,Qatar Grand Prix,Losail International Circuit,848,Alexander Albon,3,Williams,16,15,15,\N,0.0,+1 Lap
2024,24,1144,Abu Dhabi Grand Prix,Yas Marina Circuit,832,Carlos Sainz,6,Ferrari,3,2,2,5199123,18.0,Finished
2024,24,1144,Abu Dhabi Grand Prix,Yas Marina Circuit,848,Alexander Albon,3,Williams,18,11,11,\N,0.0,+1 Lap
2025,1,1123,Australian Grand Prix,Albert Park Grand Prix Circuit,832,Carlos Sainz,3,Williams,10,\N,18,\N,0.0,Retired
2025,1,1123,Australian Grand Prix,Albert Park Grand Prix Circuit,848,Alexander Albon,3,Williams,6,5,5,6137077,10.0,Finished
2025,2,1125,Chinese Grand Prix,Shanghai International Circuit,832,Carlos Sainz,3,Williams,15,10,10,5531413,1.0,Finished
2025,2,1125,Chinese Grand Prix,Shanghai International Circuit,848,Alexander Albon,3,Williams,10,7,7,5511347,6.0,Finished
2025,3,1124,Japanese Grand Prix,Suzuka Circuit,832,Carlos Sainz,3,Williams,15,14,14,5001112,0.0,Finished
2025,3,1124,Japanese Grand Prix,Suzuka Circuit,848,Alexander Albon,3,Williams,9,9,9,4967350,2.0,Finished
2025,4,1121,Bahrain Grand Prix,Bahrain International Circuit,832,Carlos Sainz,3,Williams,8,\N,19,\N,0.0,Retired
2025,4,1121,Bahrain Grand Prix,Bahrain International Circuit,848,Alexander Albon,3,Williams,15,12,12,5788274,0.0,Finished
2025,5,1122,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,832,Carlos Sainz,3,Williams,6,8,8,4931388,4.0,Finished
2025,5,1122,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,848,Alexander Albon,3,Williams,11,9,9,4933273,2.0,Finished
